Date,Inflow
01/01/2014,3.714285714
02/01/2014,5.428571429
03/01/2014,5.142857143
04/01/2014,2.142857143
05/01/2014,0.857142857
06/01/2014,5.714285714
07/01/2014,4.285714286
08/01/2014,1.285714286
09/01/2014,0.857142857
10/01/2014,1.571428571
11/01/2014,2.857142857
12/01/2014,1.142857143
13/01/2014,0.857142857
14/01/2014,3.714285714
15/01/2014,0
16/01/2014,4.285714286
17/01/2014,0.142857143
18/01/2014,0
19/01/2014,1.428571429
20/01/2014,2.857142857
21/01/2014,5.571428571
22/01/2014,5.285714286
23/01/2014,4
24/01/2014,3.285714286
25/01/2014,4.142857143
26/01/2014,5.142857143
27/01/2014,4.285714286
28/01/2014,3.142857143
29/01/2014,1.428571429
30/01/2014,5.714285714
31/01/2014,5.571428571
01/02/2014,1.428571429
02/02/2014,3.142857143
03/02/2014,0.571428571
04/02/2014,2.428571429
05/02/2014,1.714285714
06/02/2014,2.714285714
07/02/2014,1
08/02/2014,0
09/02/2014,3.857142857
10/02/2014,2.428571429
11/02/2014,3
12/02/2014,0.714285714
13/02/2014,5.428571429
14/02/2014,1.428571429
15/02/2014,0
16/02/2014,1.714285714
17/02/2014,5.285714286
18/02/2014,5
19/02/2014,5.285714286
20/02/2014,1.428571429
21/02/2014,4
22/02/2014,2.428571429
23/02/2014,2.857142857
24/02/2014,1.857142857
25/02/2014,2
26/02/2014,1.714285714
27/02/2014,1
28/02/2014,3.285714286
01/03/2014,5.285714286
02/03/2014,4
03/03/2014,2
04/03/2014,3.714285714
05/03/2014,4.714285714
06/03/2014,3.857142857
07/03/2014,2.142857143
08/03/2014,3.428571429
09/03/2014,4.571428571
10/03/2014,1
11/03/2014,5.285714286
12/03/2014,4.142857143
13/03/2014,0.142857143
14/03/2014,3.714285714
15/03/2014,1.857142857
16/03/2014,1.285714286
17/03/2014,0.857142857
18/03/2014,0.714285714
19/03/2014,3.142857143
20/03/2014,2.428571429
21/03/2014,4.857142857
22/03/2014,0
23/03/2014,2.428571429
24/03/2014,3.285714286
25/03/2014,0
26/03/2014,0.285714286
27/03/2014,4.142857143
28/03/2014,3.714285714
29/03/2014,0.428571429
30/03/2014,4.714285714
31/03/2014,4.142857143
01/04/2014,1.714285714
02/04/2014,4.571428571
03/04/2014,2.857142857
04/04/2014,3.428571429
05/04/2014,5.714285714
06/04/2014,0.142857143
07/04/2014,5.142857143
08/04/2014,0.571428571
09/04/2014,1.142857143
10/04/2014,0
11/04/2014,4.428571429
12/04/2014,4
13/04/2014,1.142857143
14/04/2014,3.571428571
15/04/2014,2.428571429
16/04/2014,2.285714286
17/04/2014,5.142857143
18/04/2014,5
19/04/2014,5
20/04/2014,1.428571429
21/04/2014,1.428571429
22/04/2014,2.285714286
23/04/2014,2.428571429
24/04/2014,1.857142857
25/04/2014,2.142857143
26/04/2014,0.142857143
27/04/2014,3
28/04/2014,3.714285714
29/04/2014,4.428571429
30/04/2014,0.142857143
01/05/2014,5.142857143
02/05/2014,0.428571429
03/05/2014,0
04/05/2014,2
05/05/2014,0
06/05/2014,4
07/05/2014,1.714285714
08/05/2014,2.857142857
09/05/2014,3
10/05/2014,0.714285714
11/05/2014,3.142857143
12/05/2014,2
13/05/2014,2.714285714
14/05/2014,0.142857143
15/05/2014,1.714285714
16/05/2014,2.285714286
17/05/2014,3.571428571
18/05/2014,2.571428571
19/05/2014,3.714285714
20/05/2014,3.142857143
21/05/2014,4.571428571
22/05/2014,3.428571429
23/05/2014,1.714285714
24/05/2014,0.857142857
25/05/2014,0
26/05/2014,3.857142857
27/05/2014,1.714285714
28/05/2014,0
29/05/2014,1.142857143
30/05/2014,5.285714286
31/05/2014,1.285714286
01/06/2014,2.142857143
02/06/2014,3.571428571
03/06/2014,1.857142857
04/06/2014,1.714285714
05/06/2014,0.428571429
06/06/2014,2.857142857
07/06/2014,4.285714286
08/06/2014,3.857142857
09/06/2014,1.285714286
10/06/2014,3.142857143
11/06/2014,4.857142857
12/06/2014,5.428571429
13/06/2014,1.857142857
14/06/2014,3.571428571
15/06/2014,4.285714286
16/06/2014,1.285714286
17/06/2014,5.285714286
18/06/2014,0.714285714
19/06/2014,0.285714286
20/06/2014,2.285714286
21/06/2014,1.857142857
22/06/2014,5.428571429
23/06/2014,2.571428571
24/06/2014,3.428571429
25/06/2014,5.142857143
26/06/2014,4.714285714
27/06/2014,4.428571429
28/06/2014,2.714285714
29/06/2014,1
30/06/2014,0
01/07/2014,3.571428571
02/07/2014,3.857142857
03/07/2014,5.142857143
04/07/2014,5.714285714
05/07/2014,2.714285714
06/07/2014,0.285714286
07/07/2014,5.714285714
08/07/2014,5.428571429
09/07/2014,2.714285714
10/07/2014,2.714285714
11/07/2014,2
12/07/2014,2.285714286
13/07/2014,3.285714286
14/07/2014,2.714285714
15/07/2014,3.857142857
16/07/2014,0.571428571
17/07/2014,2.857142857
18/07/2014,5.285714286
19/07/2014,4.571428571
20/07/2014,5
21/07/2014,0.857142857
22/07/2014,5
23/07/2014,0.857142857
24/07/2014,5.714285714
25/07/2014,3.285714286
26/07/2014,2.142857143
27/07/2014,4.428571429
28/07/2014,5.285714286
29/07/2014,0.142857143
30/07/2014,4.285714286
31/07/2014,4.714285714
01/08/2014,3.428571429
02/08/2014,3.285714286
03/08/2014,5.285714286
04/08/2014,4
05/08/2014,2.571428571
06/08/2014,5.285714286
07/08/2014,5.142857143
08/08/2014,3.571428571
09/08/2014,4.571428571
10/08/2014,0.714285714
11/08/2014,1
12/08/2014,5.571428571
13/08/2014,2
14/08/2014,4.714285714
15/08/2014,4.428571429
16/08/2014,2.857142857
17/08/2014,2.142857143
18/08/2014,2.142857143
19/08/2014,2.142857143
20/08/2014,5.714285714
21/08/2014,4
22/08/2014,4
23/08/2014,0.142857143
24/08/2014,0.714285714
25/08/2014,4.571428571
26/08/2014,5.285714286
27/08/2014,5.285714286
28/08/2014,0.714285714
29/08/2014,2.857142857
30/08/2014,4.428571429
31/08/2014,2.428571429
01/09/2014,0.142857143
02/09/2014,2.285714286
03/09/2014,1
04/09/2014,0.285714286
05/09/2014,1.285714286
06/09/2014,1.142857143
07/09/2014,0
08/09/2014,5.428571429
09/09/2014,2.714285714
10/09/2014,5.714285714
11/09/2014,4.857142857
12/09/2014,5
13/09/2014,1
14/09/2014,1.571428571
15/09/2014,3
16/09/2014,5
17/09/2014,4.285714286
18/09/2014,2.428571429
19/09/2014,1.857142857
20/09/2014,4.857142857
21/09/2014,0.857142857
22/09/2014,1.285714286
23/09/2014,2.428571429
24/09/2014,3
25/09/2014,1.428571429
26/09/2014,1.428571429
27/09/2014,2.714285714
28/09/2014,0
29/09/2014,1.142857143
30/09/2014,0.428571429
01/10/2014,3.571428571
02/10/2014,2.857142857
03/10/2014,5.714285714
04/10/2014,0.428571429
05/10/2014,5.428571429
06/10/2014,5.428571429
07/10/2014,2.571428571
08/10/2014,5.428571429
09/10/2014,5.428571429
10/10/2014,1.285714286
11/10/2014,0.428571429
12/10/2014,4.285714286
13/10/2014,0.142857143
14/10/2014,1.142857143
15/10/2014,3
16/10/2014,1.857142857
17/10/2014,5.285714286
18/10/2014,3.714285714
19/10/2014,2.714285714
20/10/2014,1
21/10/2014,5.428571429
22/10/2014,3.428571429
23/10/2014,5.428571429
24/10/2014,1
25/10/2014,0
26/10/2014,5.571428571
27/10/2014,5.142857143
28/10/2014,4.857142857
29/10/2014,5.571428571
30/10/2014,0
31/10/2014,2.285714286
01/11/2014,4.142857143
02/11/2014,3.285714286
03/11/2014,0.285714286
04/11/2014,5.142857143
05/11/2014,4.857142857
06/11/2014,2
07/11/2014,2.857142857
08/11/2014,5.571428571
09/11/2014,4.571428571
10/11/2014,5.142857143
11/11/2014,3.285714286
12/11/2014,4.428571429
13/11/2014,2.142857143
14/11/2014,4.714285714
15/11/2014,1
16/11/2014,2.714285714
17/11/2014,1.857142857
18/11/2014,0.142857143
19/11/2014,5
20/11/2014,2.857142857
21/11/2014,3.285714286
22/11/2014,0.857142857
23/11/2014,0.142857143
24/11/2014,3
25/11/2014,1
26/11/2014,0.857142857
27/11/2014,5.714285714
28/11/2014,0.142857143
29/11/2014,3.571428571
30/11/2014,4.857142857
01/12/2014,4.285714286
02/12/2014,1.714285714
03/12/2014,0.714285714
04/12/2014,1.142857143
05/12/2014,5.714285714
06/12/2014,2.142857143
07/12/2014,2.714285714
08/12/2014,4
09/12/2014,1.428571429
10/12/2014,2.571428571
11/12/2014,3.142857143
12/12/2014,0.571428571
13/12/2014,0.571428571
14/12/2014,4.142857143
15/12/2014,5.571428571
16/12/2014,5.571428571
17/12/2014,2
18/12/2014,1.142857143
19/12/2014,4.857142857
20/12/2014,1.428571429
21/12/2014,3.857142857
22/12/2014,1.857142857
23/12/2014,3
24/12/2014,5
25/12/2014,4.285714286
26/12/2014,3.285714286
27/12/2014,1.571428571
28/12/2014,0.428571429
29/12/2014,4.714285714
30/12/2014,3.714285714
31/12/2014,4.428571429
01/01/2015,4.571428571
02/01/2015,3.714285714
03/01/2015,5.571428571
04/01/2015,4
05/01/2015,2.142857143
06/01/2015,3.714285714
07/01/2015,0.857142857
08/01/2015,2
09/01/2015,5.285714286
10/01/2015,1.428571429
11/01/2015,4.714285714
12/01/2015,2.428571429
13/01/2015,2.857142857
14/01/2015,4.142857143
15/01/2015,3.142857143
16/01/2015,5.714285714
17/01/2015,2.571428571
18/01/2015,4.857142857
19/01/2015,1.428571429
20/01/2015,2
21/01/2015,2.428571429
22/01/2015,4
23/01/2015,5.285714286
24/01/2015,0
25/01/2015,2.428571429
26/01/2015,0.428571429
27/01/2015,1.428571429
28/01/2015,2.142857143
29/01/2015,2.857142857
30/01/2015,3.285714286
31/01/2015,3
01/02/2015,5
02/02/2015,2.571428571
03/02/2015,1.142857143
04/02/2015,2.142857143
05/02/2015,2.285714286
06/02/2015,0.142857143
07/02/2015,1.714285714
08/02/2015,5.142857143
09/02/2015,4
10/02/2015,1.285714286
11/02/2015,2.428571429
12/02/2015,3.714285714
13/02/2015,0.142857143
14/02/2015,5
15/02/2015,4.285714286
16/02/2015,5.714285714
17/02/2015,0.714285714
18/02/2015,2.714285714
19/02/2015,1.857142857
20/02/2015,4.571428571
21/02/2015,0.714285714
22/02/2015,4
23/02/2015,2.428571429
24/02/2015,5.142857143
25/02/2015,5.571428571
26/02/2015,1.142857143
27/02/2015,3.571428571
28/02/2015,3.285714286
01/03/2015,1
02/03/2015,3.571428571
03/03/2015,3.857142857
04/03/2015,3
05/03/2015,5.142857143
06/03/2015,4.571428571
07/03/2015,2.285714286
08/03/2015,2.428571429
09/03/2015,5.714285714
10/03/2015,3.428571429
11/03/2015,4.857142857
12/03/2015,2.142857143
13/03/2015,4.285714286
14/03/2015,3.142857143
15/03/2015,0
16/03/2015,2.142857143
17/03/2015,4.428571429
18/03/2015,4.571428571
19/03/2015,4.285714286
20/03/2015,0
21/03/2015,3
22/03/2015,1.428571429
23/03/2015,5.285714286
24/03/2015,4.571428571
25/03/2015,4.857142857
26/03/2015,1.714285714
27/03/2015,5.285714286
28/03/2015,0.142857143
29/03/2015,0.857142857
30/03/2015,4.571428571
31/03/2015,0.714285714
01/04/2015,5.142857143
02/04/2015,5.142857143
03/04/2015,5.285714286
04/04/2015,1.142857143
05/04/2015,5.142857143
06/04/2015,5.714285714
07/04/2015,4.714285714
08/04/2015,3
09/04/2015,0.714285714
10/04/2015,3.142857143
11/04/2015,3.857142857
12/04/2015,3.714285714
13/04/2015,3.571428571
14/04/2015,0.571428571
15/04/2015,4.571428571
16/04/2015,1.142857143
17/04/2015,3.857142857
18/04/2015,5.571428571
19/04/2015,3.714285714
20/04/2015,4.571428571
21/04/2015,0.428571429
22/04/2015,4
23/04/2015,4.857142857
24/04/2015,0.142857143
25/04/2015,3.428571429
26/04/2015,4.142857143
27/04/2015,1.428571429
28/04/2015,0.428571429
29/04/2015,2.285714286
30/04/2015,3.857142857
01/05/2015,5.571428571
02/05/2015,2.857142857
03/05/2015,4
04/05/2015,4.142857143
05/05/2015,3.571428571
06/05/2015,4.714285714
07/05/2015,0.428571429
08/05/2015,2.428571429
09/05/2015,1.285714286
10/05/2015,1.857142857
11/05/2015,3.285714286
12/05/2015,0.285714286
13/05/2015,1.714285714
14/05/2015,4.428571429
15/05/2015,1.428571429
16/05/2015,3
17/05/2015,1
18/05/2015,3.714285714
19/05/2015,3
20/05/2015,0.571428571
21/05/2015,2.571428571
22/05/2015,5.571428571
23/05/2015,2.571428571
24/05/2015,1.142857143
25/05/2015,2.428571429
26/05/2015,2.142857143
27/05/2015,3.857142857
28/05/2015,2.142857143
29/05/2015,2.571428571
30/05/2015,4.857142857
31/05/2015,4.857142857
01/06/2015,2.285714286
02/06/2015,3.571428571
03/06/2015,2.714285714
04/06/2015,4.142857143
05/06/2015,1
06/06/2015,4
07/06/2015,4.571428571
08/06/2015,3.428571429
09/06/2015,1.285714286
10/06/2015,2.857142857
11/06/2015,2.571428571
12/06/2015,2.428571429
13/06/2015,5.285714286
14/06/2015,1.857142857
15/06/2015,4.857142857
16/06/2015,5
17/06/2015,5.571428571
18/06/2015,5.714285714
19/06/2015,2.571428571
20/06/2015,0.428571429
21/06/2015,4.428571429
22/06/2015,2.142857143
23/06/2015,0.571428571
24/06/2015,3.142857143
25/06/2015,4.142857143
26/06/2015,5.285714286
27/06/2015,3.714285714
28/06/2015,5.428571429
29/06/2015,4.857142857
30/06/2015,2
01/07/2015,4.428571429
02/07/2015,3.714285714
03/07/2015,2.142857143
04/07/2015,0.714285714
05/07/2015,1.714285714
06/07/2015,4.285714286
07/07/2015,0.428571429
08/07/2015,4.714285714
09/07/2015,2.428571429
10/07/2015,1.571428571
11/07/2015,0.428571429
12/07/2015,4.142857143
13/07/2015,5.714285714
14/07/2015,5.142857143
15/07/2015,0
16/07/2015,2.857142857
17/07/2015,2.857142857
18/07/2015,4.714285714
19/07/2015,0.857142857
20/07/2015,3.285714286
21/07/2015,0.571428571
22/07/2015,4.428571429
23/07/2015,3.142857143
24/07/2015,4.857142857
25/07/2015,3.428571429
26/07/2015,3.857142857
27/07/2015,5.142857143
28/07/2015,4.142857143
29/07/2015,5.142857143
30/07/2015,4.714285714
31/07/2015,1.571428571
01/08/2015,2.571428571
02/08/2015,5.285714286
03/08/2015,1.285714286
04/08/2015,2.285714286
05/08/2015,2.142857143
06/08/2015,3.428571429
07/08/2015,4.428571429
08/08/2015,0.714285714
09/08/2015,4.571428571
10/08/2015,1
11/08/2015,5.428571429
12/08/2015,1.142857143
13/08/2015,0
14/08/2015,1.571428571
15/08/2015,0.285714286
16/08/2015,3.571428571
17/08/2015,5.714285714
18/08/2015,2.857142857
19/08/2015,2
20/08/2015,4.428571429
21/08/2015,4.285714286
22/08/2015,3.571428571
23/08/2015,0.142857143
24/08/2015,5
25/08/2015,0.714285714
26/08/2015,3.142857143
27/08/2015,2.428571429
28/08/2015,0.571428571
29/08/2015,0.142857143
30/08/2015,1.714285714
31/08/2015,4.571428571
01/09/2015,2.142857143
02/09/2015,4.142857143
03/09/2015,2
04/09/2015,1.571428571
05/09/2015,2.142857143
06/09/2015,4
07/09/2015,3.857142857
08/09/2015,2.285714286
09/09/2015,1.285714286
10/09/2015,0.857142857
11/09/2015,5.571428571
12/09/2015,5.142857143
13/09/2015,2
14/09/2015,0.571428571
15/09/2015,1.285714286
16/09/2015,2.714285714
17/09/2015,5
18/09/2015,5.714285714
19/09/2015,1.571428571
20/09/2015,2.285714286
21/09/2015,0.571428571
22/09/2015,0.714285714
23/09/2015,3.714285714
24/09/2015,3.857142857
25/09/2015,5.714285714
26/09/2015,0.857142857
27/09/2015,3.428571429
28/09/2015,3.857142857
29/09/2015,2.428571429
30/09/2015,0.571428571
01/10/2015,5.428571429
02/10/2015,2.428571429
03/10/2015,3.571428571
04/10/2015,4.285714286
05/10/2015,0.142857143
06/10/2015,3.571428571
07/10/2015,4.857142857
08/10/2015,1.142857143
09/10/2015,1.857142857
10/10/2015,1.714285714
11/10/2015,0.857142857
12/10/2015,2.285714286
13/10/2015,3.857142857
14/10/2015,4
15/10/2015,4.285714286
16/10/2015,3.714285714
17/10/2015,1.428571429
18/10/2015,2.285714286
19/10/2015,5.142857143
20/10/2015,3.857142857
21/10/2015,1.571428571
22/10/2015,3.714285714
23/10/2015,4.285714286
24/10/2015,5.142857143
25/10/2015,1.714285714
26/10/2015,4
27/10/2015,1.428571429
28/10/2015,3.285714286
29/10/2015,2.142857143
30/10/2015,0.571428571
31/10/2015,0.428571429
01/11/2015,1.142857143
02/11/2015,4.285714286
03/11/2015,1
04/11/2015,1.857142857
05/11/2015,2.285714286
06/11/2015,1.857142857
07/11/2015,5
08/11/2015,1
09/11/2015,3.571428571
10/11/2015,4.571428571
11/11/2015,5.285714286
12/11/2015,0.285714286
13/11/2015,3
14/11/2015,3.857142857
15/11/2015,4
16/11/2015,3.714285714
17/11/2015,0.285714286
18/11/2015,3.714285714
19/11/2015,2.571428571
20/11/2015,5
21/11/2015,2.428571429
22/11/2015,5.285714286
23/11/2015,5
24/11/2015,4.285714286
25/11/2015,2.142857143
26/11/2015,0.142857143
27/11/2015,5.428571429
28/11/2015,3.714285714
29/11/2015,2.571428571
30/11/2015,5.285714286
01/12/2015,0.714285714
02/12/2015,3.285714286
03/12/2015,2.571428571
04/12/2015,0.857142857
05/12/2015,0.857142857
06/12/2015,1.142857143
07/12/2015,3.428571429
08/12/2015,2.428571429
09/12/2015,1.571428571
10/12/2015,5
11/12/2015,3.571428571
12/12/2015,4.714285714
13/12/2015,1.285714286
14/12/2015,0.142857143
15/12/2015,1.285714286
16/12/2015,4.428571429
17/12/2015,1.571428571
18/12/2015,3.571428571
19/12/2015,3.142857143
20/12/2015,5.571428571
21/12/2015,4
22/12/2015,1.142857143
23/12/2015,3
24/12/2015,5.142857143
25/12/2015,0.857142857
26/12/2015,1.142857143
27/12/2015,2.571428571
28/12/2015,0.571428571
29/12/2015,5.428571429
30/12/2015,3.142857143
31/12/2015,3.428571429
